episode,timestep,reward
720,70200,-23.45
722,70400,-26.05
724,70600,-37.75
726,70800,-24.75
728,71000,-33.2
730,71200,-30.6
732,71400,-24.1
734,71600,-28.0
736,71800,-23.45
738,72000,-28.0
740,72200,-24.3
742,72400,-20.85
744,72600,-22.15
746,72800,-20.85
748,73000,-28.0
750,73200,-18.9
752,73400,-27.1
754,73600,-25.4
756,73800,-38.4
758,74000,-16.95
761,74200,-19.9667
763,74400,-23.65
765,74600,-24.25
767,74800,-23.45
769,75000,-24.75
772,75200,-25.7333
774,75400,-23.95
776,75600,-13.5
778,75800,-24.75
780,76000,-29.6
782,76200,-30.6
784,76400,-21.5
786,76600,-20.85
788,76800,-24.1
790,77000,-37.1
792,77200,-33.85
794,77400,-24.75
796,77600,-21.5
798,77800,-23.45
800,78000,-22.15
802,78200,-20.85
804,78400,-23.45
807,78600,-20.6
809,78800,-26.7
811,79000,-19.45
813,79200,-28.0
815,79400,-29.95
817,79600,-20.6
819,79800,-35.15
821,80000,-21.5
823,80200,-24.1
825,80400,-26.05
827,80600,-24.1
829,80800,-28.0
831,81000,-22.8
833,81200,-23.45
836,81400,-15.7667
838,81600,-27.35
840,81800,-26.05
842,82000,-18.5
844,82200,-24.1
846,82400,-23.45
848,82600,-24.1
850,82800,-24.75
853,83000,-16.2667
855,83200,-31.9
857,83400,-23.45
859,83600,-25.4
861,83800,-28.0
863,84000,-8.7
865,84200,-28.65
867,84400,-19.55
869,84600,-31.25
872,84800,-24.4667
874,85000,-22.15
876,85200,-17.55
878,85400,-28.0
880,85600,-24.1
882,85800,-25.4
884,86000,-30.6
886,86200,-16.7
888,86400,-33.2
890,86600,-25.4
893,86800,-15.1
895,87000,-21.75
898,87200,-21.2
900,87400,-26.05
902,87600,-20.35
904,87800,-24.1
906,88000,-31.9
908,88200,-25.75
910,88400,-16.95
912,88600,-14.25
914,88800,-31.25
916,89000,-22.4
918,89200,-27.35
920,89400,-31.25
922,89600,-18.9
924,89800,-23.45
926,90000,-21.5
928,90200,-25.15
930,90400,-29.3
932,90600,-28.65
934,90800,-20.2
936,91000,-26.05
938,91200,-26.05
940,91400,-27.35
942,91600,-31.25
945,91800,-20.7333
947,92000,-28.0
949,92200,-18.9
951,92400,-15.6
953,92600,-26.05
955,92800,-28.65
957,93000,-25.4
959,93200,-26.7
961,93400,-27.35
963,93600,-43.6
965,93800,-25.4
967,94000,-27.35
969,94200,-23.45
971,94400,-29.95
973,94600,-22.8
975,94800,-23.45
977,95000,-17.25
980,95200,-22.9
982,95400,-24.75
984,95600,-24.1
986,95800,-26.05
988,96000,-23.45
990,96200,-18.45
992,96400,-17.6
994,96600,-25.4
996,96800,-17.15
998,97000,-25.4
1000,97200,-35.15
1002,97400,-29.3
1004,97600,-33.85
1006,97800,-21.5
1008,98000,-33.85
1010,98200,-21.5
1012,98400,-28.65
1014,98600,-37.1
1017,98800,-17.9333
1019,99000,-27.35
1021,99200,-23.45
1023,99400,-23.45
1025,99600,-15.75
1028,99800,-17.9667
1030,100000,-28.65
1032,100200,-21.5
1034,100400,-20.05
1036,100600,-26.05
1038,100800,-28.65
1040,101000,-26.05
1043,101200,-13.5667
1045,101400,-31.25
1047,101600,-24.1
1049,101800,-15.9
1051,102000,-21.5
1053,102200,-22.8
1055,102400,-18.9
1057,102600,-22.8
1059,102800,-29.3
1061,103000,-19.55
1064,103200,-17.4667
1066,103400,-24.1
1068,103600,-21.5
1070,103800,-16.25
1073,104000,-26.4333
1075,104200,-20.85
1077,104400,-28.65
1079,104600,-19.15
1081,104800,-18.75
1083,105000,-24.75
1085,105200,-17.65
1087,105400,-12.85
1090,105600,-21.5667
1092,105800,-25.4
1094,106000,-23.45
1096,106200,-27.35
1098,106400,-27.35
1100,106600,-10.95
1102,106800,-29.95
1104,107000,-26.05
1106,107200,-35.8
1108,107400,-24.1
1110,107600,-33.85
1112,107800,-24.75
1114,108000,-33.85
1116,108200,-22.8
1118,108400,-27.35
1120,108600,-21.5
1122,108800,-27.35
1124,109000,-22.8
1126,109200,-25.4
1128,109400,-22.8
1130,109600,-29.95
1132,109800,-29.3
1134,110000,-24.1
1136,110200,-22.15
1139,110400,-18.6333
1141,110600,-18.8
1143,110800,-25.4
1145,111000,-22.15
1147,111200,-24.1
1149,111400,-29.3
1151,111600,-23.8
1154,111800,-11.9333
1156,112000,-32.55
1158,112200,-22.15
1160,112400,-22.8
1162,112600,-21.5
1164,112800,-23.45
1166,113000,-24.1
1168,113200,-22.8
1170,113400,-20.85
1172,113600,-26.05
1174,113800,-22.8
1176,114000,-26.05
1178,114200,-29.3
1180,114400,-30.6
1182,114600,-24.75
1184,114800,-24.1
1186,115000,-32.55
1188,115200,-23.05
1191,115400,-21.3333
1193,115600,-34.5
1195,115800,-27.35
1197,116000,-27.35
1199,116200,-22.15
1201,116400,-31.9
1203,116600,-37.1
1205,116800,-21.5
1208,117000,-16.1
1210,117200,-20.2
1212,117400,-28.65
1214,117600,-24.75
1216,117800,-28.65
1218,118000,-17.5
1220,118200,-26.7
1222,118400,-23.45
1224,118600,-22.15
1226,118800,-26.7
1228,119000,-21.5
1230,119200,-21.5
1233,119400,-13.4
1235,119600,-18.9
1237,119800,-16.95
1239,120000,-25.4
1241,120200,-21.5
1243,120400,-16.95
1246,120600,-18.1333
1248,120800,-24.1
1250,121000,-22.25
1252,121200,-24.1
1254,121400,-22.8
1256,121600,-18.2
1259,121800,-17.8333
1261,122000,-14.0
1264,122200,-7.3333
1266,122400,-17.75
1268,122600,-26.05
1270,122800,-21.5
1272,123000,-25.4
1274,123200,-16.45
1276,123400,-22.8
1278,123600,-24.75
1281,123800,-17.8
1283,124000,-18.9
1285,124200,-21.3
1288,124400,-15.0
1290,124600,-23.45
1292,124800,-8.05
1294,125000,-22.15
1296,125200,-20.2
1298,125400,-22.15
1300,125600,-31.25
1302,125800,-25.4
1304,126000,-24.75
1306,126200,-26.7
1308,126400,-29.3
1310,126600,-22.15
1313,126800,-20.9667
1315,127000,-25.15
1317,127200,-27.35
1319,127400,-15.2
1321,127600,-23.45
1323,127800,-20.85
1326,128000,-14.2667
1328,128200,-23.45
1330,128400,-31.25
1332,128600,-27.35
1334,128800,-16.75
1336,129000,-26.7
1338,129200,-25.4
1340,129400,-26.7
1342,129600,-23.45
1344,129800,-31.25
1346,130000,-20.1
1348,130200,-24.1
1350,130400,-24.75
1353,130600,-15.5667
1355,130800,-25.4
1357,131000,-19.55
1360,131200,-15.5667
1362,131400,-13.45
1364,131600,-20.25
1366,131800,-24.1
1369,132000,-19.9
1371,132200,-37.75
1373,132400,-14.2
1375,132600,-47.5
1377,132800,-28.0
1379,133000,-22.8
1382,133200,-17.7667
1384,133400,-20.7
1386,133600,-18.0
1389,133800,-15.5667
1391,134000,-20.85
1393,134200,-29.95
1395,134400,-24.75
1397,134600,-17.45
1399,134800,-17.15
1401,135000,-32.55
1404,135200,-21.5
1406,135400,-27.35
1408,135600,-35.8
1410,135800,-23.45
1412,136000,-11.7
1414,136200,-21.5
1416,136400,-24.75
1418,136600,-16.25
1420,136800,-14.05
1422,137000,-24.1
1425,137200,-13.6667
1427,137400,-12.9
1429,137600,-25.4
1431,137800,-31.25
1433,138000,-22.8
1435,138200,-24.75
1437,138400,-26.05
1440,138600,-16.7667
1442,138800,-12.95
1444,139000,-35.15
1446,139200,-22.8
1448,139400,-24.75
1450,139600,-20.2
1452,139800,-21.95
1455,140000,-20.8667
1457,140200,-31.9
1459,140400,-29.3
1461,140600,-20.2
1464,140800,-12.1667
1466,141000,-27.35
1468,141200,-19.8
1470,141400,-25.4
1472,141600,-22.15
1474,141800,-24.1
1476,142000,-21.5
1478,142200,-26.7
1480,142400,-28.0
1482,142600,-10.95
1485,142800,-15.1667
1487,143000,-19.75
1489,143200,-23.45
1491,143400,-24.1
1493,143600,-20.5
1495,143800,-24.1
1498,144000,-14.6667
1500,144200,-24.75
1502,144400,-23.45
1505,144600,-22.5
1507,144800,-27.35
1509,145000,-22.8
1511,145200,-20.2
1513,145400,-27.35
1515,145600,-20.25
1517,145800,-23.45
1519,146000,-31.9
1521,146200,-15.7
1523,146400,-18.9
1525,146600,-34.5
1528,146800,-22.3
1530,147000,-29.95
1532,147200,-30.6
1534,147400,-28.0
1536,147600,-20.2
1539,147800,-14.5
1541,148000,-29.95
1543,148200,-17.6
1545,148400,-26.05
1547,148600,-31.25
1550,148800,-7.3
1552,149000,-16.95
1554,149200,-33.85
1556,149400,-17.25
1558,149600,-30.1
1560,149800,-25.4
1562,150000,-20.2
1564,150200,-20.85
1566,150400,-35.8
1568,150600,-23.45
1570,150800,-27.35
1573,151000,-11.4
1575,151200,-23.2
1577,151400,-28.0
1579,151600,-20.85
1581,151800,-22.8
1583,152000,-27.75
1585,152200,-33.85
1587,152400,-24.75
1589,152600,-15.65
1592,152800,-17.1
1594,153000,-27.35
1596,153200,-20.2
1598,153400,-12.6
1600,153600,-19.55
1602,153800,-18.75
1605,154000,-23.7667
1607,154200,-22.6
1609,154400,-24.1
1611,154600,-13.4
1613,154800,-22.8
1615,155000,-30.6
1617,155200,-24.1
1620,155400,-18.4667
1622,155600,-24.1
1624,155800,-16.55
1626,156000,-20.2
1628,156200,-16.85
1630,156400,-16.95
1632,156600,-24.75
1635,156800,-12.4667
1637,157000,-15.65
1639,157200,-31.25
1641,157400,-31.25
1643,157600,-28.0
1645,157800,-28.65
1647,158000,-28.0
1649,158200,-19.35
1652,158400,-17.3333
1654,158600,-20.85
1656,158800,-27.35
1658,159000,-16.75
1661,159200,-17.3667
1663,159400,-10.95
1665,159600,-15.7
1667,159800,-26.25
1669,160000,-22.8
1671,160200,-22.8
1674,160400,-14.6667
1676,160600,-19.5
1679,160800,-13.7667
1681,161000,-39.7
1683,161200,-22.8
1685,161400,-22.15
1687,161600,-31.9
1689,161800,-17.6
1691,162000,-19.55
1693,162200,-23.45
1696,162400,-13.5
1698,162600,-29.95
1700,162800,-16.45
1702,163000,-30.6
1704,163200,-24.1
1706,163400,-23.7
1708,163600,-28.65
1711,163800,-15.8333
1713,164000,-30.6
1715,164200,-28.0
1717,164400,-24.75
1719,164600,-26.7
1721,164800,-20.9
1724,165000,-17.6
1726,165200,-22.8
1728,165400,-18.9
1730,165600,-20.85
1732,165800,-14.8
1734,166000,-19.55
1737,166200,-16.9
1739,166400,-30.7
1741,166600,-25.4
1744,166800,-12.0333
1746,167000,-28.65
1748,167200,-18.15
1750,167400,-19.95
1752,167600,-24.75
1754,167800,-18.65
1756,168000,-25.7
1758,168200,-26.7
1761,168400,-17.0333
1764,168600,-13.2
1766,168800,-41.65
1768,169000,-25.4
1770,169200,-35.15
1772,169400,-21.45
1774,169600,-22.75
1778,169800,-6.625
1781,170000,-19.3333
1784,170200,-11.9
1786,170400,-24.75
1788,170600,-15.2
1791,170800,-13.4667
1793,171000,-24.1
1795,171200,-19.7
1797,171400,-24.5
1800,171600,-18.4667
1802,171800,-15.6
1804,172000,-23.2
1807,172200,-17.0667
1809,172400,-16.95
1811,172600,-28.0
1813,172800,-11.85
1815,173000,-21.5
1817,173200,-17.65
1819,173400,-20.3
1821,173600,-35.8
1824,173800,-17.3333
1826,174000,-8.2
1828,174200,-16.15
1830,174400,-20.2
1832,174600,-24.4
1834,174800,-25.4
1836,175000,-28.65
1838,175200,-25.2
1841,175400,-7.7667
1844,175600,-19.0
1846,175800,-18.75
1848,176000,-26.7
1850,176200,-28.0
1852,176400,-21.6
1855,176600,-17.4
1857,176800,-19.55
1859,177000,-27.35
1861,177200,-8.45
1863,177400,-23.65
1865,177600,-29.3
1867,177800,-26.05
1870,178000,-19.7333
1872,178200,-15.5
1875,178400,-10.9333
1877,178600,-24.0
1879,178800,-22.15
1882,179000,-14.4333
1884,179200,-22.15
1886,179400,-9.45
1889,179600,-23.3
1891,179800,-28.65
1893,180000,-22.8
1895,180200,-12.1
1898,180400,-14.2
1900,180600,-19.55
1903,180800,-7.3333
1906,181000,-12.4
1908,181200,-19.2
1910,181400,-17.6
1912,181600,-18.25
1915,181800,-17.4
1917,182000,-23.45
1919,182200,-23.45
1921,182400,-23.45
1923,182600,-29.95
1925,182800,-31.25
1927,183000,-13.7
1929,183200,-24.75
1932,183400,-14.3333
1934,183600,-31.9
1936,183800,-19.45
1938,184000,-19.8
1940,184200,-35.15
1943,184400,-20.9333
1945,184600,-17.35
1947,184800,-16.55
1949,185000,-16.9
1951,185200,-31.9
1953,185400,-21.85
1955,185600,-27.35
1957,185800,-26.8
1960,186000,-24.0333
1962,186200,-27.35
1964,186400,-30.6
1966,186600,-22.15
1968,186800,-16.25
1970,187000,-27.35
1972,187200,-13.35
1975,187400,-12.5667
1977,187600,-18.55
1980,187800,-16.9333
1982,188000,-10.9
1984,188200,-14.55
1987,188400,-14.1333
1989,188600,-16.0
1992,188800,-16.2
1994,189000,-9.5
1996,189200,-19.55
1999,189400,-17.7667
2001,189600,-10.45
2003,189800,-19.05
2006,190000,-12.9333
2008,190200,-10.6
2011,190400,-16.3
2014,190600,-12.2333
2016,190800,-11.3
2018,191000,-16.1
2020,191200,-19.95
2022,191400,-23.45
2024,191600,-29.95
2027,191800,-23.1
2030,192000,-9.8
2032,192200,-14.7
2035,192400,-9.8
2037,192600,-20.85
2039,192800,-18.25
2041,193000,-25.35
2043,193200,-26.7
2045,193400,-24.75
2047,193600,-18.35
2051,193800,-9.95
2053,194000,-22.8
2056,194200,-13.7
2058,194400,-12.45
2060,194600,-14.8
2062,194800,-24.75
2064,195000,-23.1
2066,195200,-18.9
2069,195400,-13.1333
2071,195600,-24.75
2073,195800,-13.75
2075,196000,-23.45
2079,196200,-11.8
2081,196400,-20.2
2083,196600,-29.95
2085,196800,-29.3
2087,197000,-16.6
2090,197200,-21.4333
2092,197400,-17.05
2094,197600,-22.8
2097,197800,-13.3
2099,198000,-8.75
2101,198200,-17.6
2103,198400,-16.95
2107,198600,-14.475
2109,198800,-12.55
2111,199000,-29.3
2113,199200,-21.5
2116,199400,-18.2
2118,199600,-22.8
2120,199800,-31.25
2122,200000,-38.4
2124,200200,-17.9
2127,200400,-11.5333
2129,200600,-22.8
2131,200800,-24.65
2134,201000,-21.9
2136,201200,-18.9
2138,201400,-18.8
2141,201600,-16.9333
2143,201800,-15.75
2145,202000,-28.65
2147,202200,-17.05
2149,202400,-22.85
2151,202600,-19.55
2154,202800,-16.4333
2157,203000,-10.6667
2159,203200,-17.0
2162,203400,-16.7667
2164,203600,-18.35
2166,203800,-28.65
2169,204000,-5.8333
2171,204200,-19.55
2173,204400,-15.8
2175,204600,-25.05
2178,204800,-13.0
2180,205000,-30.6
2182,205200,-20.2
2184,205400,-13.4
2186,205600,-28.65
2189,205800,-20.3333
2191,206000,-22.15
2193,206200,-13.8
2196,206400,-18.2667
2199,206600,-11.8
2201,206800,-11.6
2204,207000,-18.4333
2206,207200,-9.0
2209,207400,-14.4333
2211,207600,-20.55
2213,207800,-20.0
2215,208000,-17.1
2218,208200,-26.8333
2220,208400,-25.35
2223,208600,-10.3
2226,208800,-14.5
2228,209000,-5.5
2231,209200,-16.5
2233,209400,-14.3
2235,209600,-19.7
2238,209800,-22.7333
2240,210000,-15.9
2242,210200,-30.6
2244,210400,-24.75
2246,210600,-13.7
2248,210800,-27.35
2250,211000,-28.0
2252,211200,-22.05
2254,211400,-22.8
2257,211600,-23.4667
2260,211800,-7.9
2262,212000,-23.45
2264,212200,-22.8
2266,212400,-16.3
2268,212600,-23.45
2271,212800,-18.1
2273,213000,-24.05
2275,213200,-22.15
2277,213400,-28.65
2279,213600,-22.45
2281,213800,-28.0
2283,214000,-24.1
2285,214200,-26.7
2288,214400,-8.7
2291,214600,-18.2
2293,214800,-13.65
2295,215000,-15.7
2298,215200,-17.2333
2300,215400,-28.0
2302,215600,-28.0
2304,215800,-15.65
2307,216000,-11.7
2309,216200,-18.25
2311,216400,-8.6
2314,216600,-8.2
2316,216800,-22.8
2318,217000,-23.45
2320,217200,-27.35
2323,217400,-18.3667
2325,217600,-18.55
2328,217800,-20.7667
2330,218000,-23.45
2333,218200,-14.7667
2335,218400,-21.25
2337,218600,-14.15
2342,218800,-5.92
2344,219000,-26.7
2346,219200,-24.1
2348,219400,-27.35
2351,219600,-16.4333
2353,219800,-20.2
2355,220000,-26.05
2357,220200,-18.25
2359,220400,-24.75
2361,220600,-18.9
2364,220800,-16.4
2366,221000,-26.05
2369,221200,-8.2667
2371,221400,-18.9
2373,221600,-17.55
2376,221800,-18.4
2378,222000,-31.9
2380,222200,-25.4
2383,222400,-11.5667
2386,222600,-6.7
2388,222800,-13.5
2391,223000,-18.9
2393,223200,-22.8
2395,223400,-14.7
2397,223600,-16.75
2400,223800,-11.4
2403,224000,-10.8667
2405,224200,-26.9
2408,224400,-7.1
2410,224600,-13.55
2412,224800,-26.7
2416,225000,-11.85
2418,225200,-10.4
2422,225400,-9.05
2424,225600,-15.05
2426,225800,-28.0
2429,226000,-16.8333
2432,226200,-10.3333
2435,226400,-9.0667
2437,226600,-22.15
2439,226800,-21.5
2442,227000,-9.8333
2444,227200,-23.45
2446,227400,-29.3
2448,227600,-8.75
2450,227800,-20.4
2453,228000,-22.4667
2455,228200,-18.35
2457,228400,-24.85
2459,228600,-23.45
2461,228800,-33.85
2464,229000,-12.4667
2467,229200,-16.9667
2469,229400,-20.85
2471,229600,-21.5
2473,229800,-18.9
2475,230000,-17.6
2477,230200,-21.95
2480,230400,-11.3
2482,230600,-21.5
2484,230800,-15.7
2487,231000,-8.0667
2490,231200,-10.7333
2492,231400,-13.25
2495,231600,-13.6
2498,231800,-6.9333
2500,232000,-26.7
2502,232200,-20.85
2504,232400,-25.4
2506,232600,-21.5
2508,232800,-22.8
2510,233000,-26.7
2513,233200,-9.9667
2516,233400,-20.8
2518,233600,-25.8
2520,233800,-25.4
2523,234000,-12.5333
2525,234200,-10.35
2527,234400,-26.05
2529,234600,-20.3
2531,234800,-24.75
2533,235000,-22.8
2535,235200,-20.2
2538,235400,-15.1333
2540,235600,-29.95
2542,235800,-29.7
2545,236000,-13.9333
2547,236200,-21.5
2549,236400,-12.65
2552,236600,-24.7
2554,236800,-22.8
2556,237000,-12.0
2558,237200,-16.45
2560,237400,-12.05
2563,237600,-25.8333
2565,237800,-23.6
2567,238000,-28.8
2570,238200,-7.7
2572,238400,-15.6
2574,238600,-21.5
2577,238800,-14.8333
2579,239000,-10.45
2582,239200,-11.9667
2584,239400,-13.9
2586,239600,-15.1
2589,239800,-18.3
2591,240000,-20.4
2593,240200,-20.2
2595,240400,-16.45
2597,240600,-25.95
2600,240800,-19.9
2602,241000,-26.0
2604,241200,-16.0
2606,241400,-16.2
2609,241600,-15.9
2611,241800,-21.5
2613,242000,-29.95
2616,242200,-20.9333
2618,242400,-28.0
2620,242600,-17.45
2623,242800,-10.8667
2625,243000,-13.5
2628,243200,-19.3667
2630,243400,-20.2
2633,243600,-14.3333
2636,243800,-10.2
2639,244000,-20.3
2642,244200,-9.1667
2644,244400,-13.85
2646,244600,-21.1
2648,244800,-22.15
2650,245000,-16.15
2652,245200,-13.1
2655,245400,-14.3333
2657,245600,-28.0
2659,245800,-24.75
2661,246000,-19.15
2664,246200,-9.2333
2667,246400,-14.9667
2670,246600,-6.8333
2672,246800,-22.8
2674,247000,-21.5
2676,247200,-8.8
2679,247400,-12.3333
2682,247600,-10.9
2685,247800,-17.8
2688,248000,-11.7667
2690,248200,-24.1
2693,248400,-12.2
2696,248600,-11.4667
2699,248800,-10.4
2701,249000,-21.3
2703,249200,-15.6
2706,249400,-14.5667
2708,249600,-16.45
2710,249800,-22.25
2712,250000,-16.95
2715,250200,-18.2667
2717,250400,-12.05
2720,250600,-24.0333
2722,250800,-8.35
2724,251000,-29.3
2727,251200,-16.2
2730,251400,-9.7
2732,251600,-28.65
2734,251800,-13.85
2736,252000,-25.1
2738,252200,-20.6
2741,252400,-19.5333
2743,252600,-30.6
2745,252800,-20.4
2747,253000,-25.5
2749,253200,-15.0
2752,253400,-5.9333
2755,253600,-11.8
2757,253800,-26.05
2760,254000,-12.8
2762,254200,-17.4
2764,254400,-13.9
2767,254600,-17.4
2769,254800,-34.25
2773,255000,-8.7
2775,255200,-17.85
2777,255400,-11.75
2780,255600,-27.2667
2782,255800,-7.45
2785,256000,-15.5
2788,256200,-5.1667
2791,256400,-16.4667
2794,256600,-16.1667
2796,256800,-10.7
2799,257000,-16.2
2802,257200,-5.4333
2804,257400,-26.05
2807,257600,-15.1
2810,257800,-7.8667
2813,258000,-13.9
2816,258200,-11.4333
2818,258400,-4.0
2820,258600,-24.75
2823,258800,-16.2
2826,259000,-14.5
2829,259200,-12.6333
2831,259400,-20.2
2833,259600,-22.15
2835,259800,-17.05
2838,260000,-17.2
2841,260200,-12.3333
2843,260400,-16.9
