episode,timestep,reward
2688,261800,-21.6
2690,262000,-29.3
2692,262200,-24.75
2694,262400,-26.7
2696,262600,-26.7
2698,262800,-23.45
2700,263000,-32.55
2702,263200,-24.75
2704,263400,-26.05
2706,263600,-23.7
2708,263800,-22.2
2710,264000,-36.45
2712,264200,-13.5
2714,264400,-25.4
2716,264600,-33.85
2718,264800,-20.85
2720,265000,-36.45
2722,265200,-47.5
2724,265400,-22.15
2726,265600,-22.8
2728,265800,-32.55
2730,266000,-24.75
2733,266200,-16.3333
2735,266400,-20.2
2737,266600,-26.05
2739,266800,-18.9
2741,267000,-13.0
2743,267200,-28.65
2746,267400,-22.0333
2748,267600,-23.15
2750,267800,-28.65
2752,268000,-19.55
2754,268200,-37.1
2756,268400,-29.3
2758,268600,-36.45
2760,268800,-28.65
2762,269000,-25.4
2764,269200,-28.0
2766,269400,-19.65
2768,269600,-30.6
2770,269800,-24.75
2772,270000,-14.35
2774,270200,-33.85
2776,270400,-28.65
2778,270600,-29.3
2780,270800,-27.35
2782,271000,-22.8
2784,271200,-24.1
2786,271400,-28.0
2788,271600,-34.5
2790,271800,-25.4
2792,272000,-36.45
2795,272200,-19.2
2797,272400,-23.45
2799,272600,-31.9
2801,272800,-29.95
2803,273000,-31.25
2805,273200,-28.5
2807,273400,-28.0
2809,273600,-26.7
2811,273800,-28.65
2813,274000,-28.65
2815,274200,-29.95
2817,274400,-28.65
2819,274600,-30.6
2821,274800,-26.7
2823,275000,-37.75
2825,275200,-28.0
2827,275400,-26.05
2829,275600,-24.1
2831,275800,-28.0
2833,276000,-26.8
2836,276200,-21.3
2838,276400,-25.8
2841,276600,-13.3667
2843,276800,-29.3
2845,277000,-30.6
2847,277200,-29.95
2849,277400,-29.95
2851,277600,-20.2
2853,277800,-24.1
2855,278000,-29.3
2857,278200,-25.35
2859,278400,-23.45
2861,278600,-27.35
2863,278800,-29.95
2865,279000,-23.45
2867,279200,-21.25
2869,279400,-26.7
2871,279600,-29.95
2873,279800,-30.6
2875,280000,-29.3
2877,280200,-28.65
2880,280400,-24.4667
2882,280600,-29.95
2884,280800,-26.05
2886,281000,-23.45
2888,281200,-28.65
2890,281400,-24.1
2892,281600,-37.75
2894,281800,-14.7
2896,282000,-24.1
2898,282200,-30.6
2900,282400,-24.65
2902,282600,-42.3
2904,282800,-28.0
2906,283000,-26.7
2908,283200,-33.2
2910,283400,-29.3
2912,283600,-24.75
2914,283800,-17.55
2916,284000,-29.95
2918,284200,-34.5
2920,284400,-27.35
2922,284600,-28.0
2925,284800,-21.9333
2927,285000,-31.25
2929,285200,-17.75
2931,285400,-26.7
2933,285600,-26.05
2935,285800,-30.6
2937,286000,-26.7
2939,286200,-31.9
2941,286400,-35.15
2943,286600,-17.15
2945,286800,-39.05
2947,287000,-33.2
2949,287200,-26.7
2951,287400,-29.95
2953,287600,-27.35
2955,287800,-28.65
2957,288000,-22.8
2959,288200,-30.6
2961,288400,-29.3
2963,288600,-26.15
2965,288800,-34.5
2967,289000,-31.9
2969,289200,-30.6
2972,289400,-16.0
2974,289600,-12.85
2976,289800,-25.4
2978,290000,-28.65
2980,290200,-25.4
2982,290400,-20.05
2984,290600,-28.65
2986,290800,-26.7
2988,291000,-29.95
2990,291200,-26.05
2992,291400,-24.1
2994,291600,-22.15
2997,291800,-23.9667
2999,292000,-33.2
3001,292200,-27.35
3003,292400,-25.4
3005,292600,-26.05
3007,292800,-24.75
3009,293000,-43.6
3011,293200,-22.8
3013,293400,-26.05
3015,293600,-19.4
3017,293800,-25.4
3019,294000,-26.05
3021,294200,-29.3
3023,294400,-23.45
3025,294600,-21.5
3027,294800,-27.35
3029,295000,-14.65
3031,295200,-20.8
3033,295400,-20.85
3035,295600,-22.8
3038,295800,-15.3333
3040,296000,-24.1
3042,296200,-23.8
3044,296400,-20.85
3046,296600,-29.3
3048,296800,-30.6
3050,297000,-29.3
3052,297200,-29.95
3054,297400,-31.9
3056,297600,-22.8
3058,297800,-16.6
3061,298000,-25.8
3063,298200,-19.55
3065,298400,-25.4
3067,298600,-28.65
3069,298800,-17.0
3071,299000,-26.7
3073,299200,-30.6
3075,299400,-27.35
3077,299600,-27.35
3079,299800,-25.2
3081,300000,-26.7
3083,300200,-23.45
3085,300400,-28.65
3088,300600,-20.5333
3090,300800,-18.85
3092,301000,-28.0
3094,301200,-22.15
3096,301400,-29.95
3098,301600,-17.4
3100,301800,-29.95
3102,302000,-25.4
3104,302200,-31.9
3106,302400,-28.65
3108,302600,-23.45
3110,302800,-25.4
3112,303000,-39.05
3114,303200,-35.45
3116,303400,-29.95
3118,303600,-29.95
3120,303800,-29.95
3122,304000,-19.55
3124,304200,-30.6
3126,304400,-24.1
3128,304600,-24.75
3130,304800,-32.55
3132,305000,-29.3
3134,305200,-20.85
3137,305400,-23.4
3139,305600,-26.7
3141,305800,-28.65
3143,306000,-31.25
3145,306200,-29.95
3147,306400,-30.6
3149,306600,-31.9
3151,306800,-24.1
3153,307000,-28.65
3155,307200,-27.35
3157,307400,-32.55
3159,307600,-48.8
3161,307800,-18.9
3163,308000,-29.3
3165,308200,-28.0
3167,308400,-22.8
3169,308600,-39.7
3171,308800,-35.15
3173,309000,-24.75
3175,309200,-39.7
3177,309400,-28.0
3179,309600,-31.9
3181,309800,-32.55
3183,310000,-28.0
3185,310200,-31.25
3187,310400,-26.05
3189,310600,-15.9
3191,310800,-42.3
3193,311000,-26.7
3195,311200,-20.95
3198,311400,-25.3
3200,311600,-23.05
3202,311800,-23.45
3204,312000,-26.7
3206,312200,-26.05
3208,312400,-32.55
3210,312600,-24.75
3212,312800,-18.85
3215,313000,-17.9
3217,313200,-31.9
3219,313400,-37.1
3221,313600,-21.5
3223,313800,-10.95
3225,314000,-28.65
3228,314200,-23.1333
3230,314400,-25.4
3232,314600,-33.2
3234,314800,-23.45
3236,315000,-21.5
3238,315200,-22.15
3240,315400,-33.2
3242,315600,-28.0
3244,315800,-27.35
3246,316000,-28.0
3248,316200,-28.65
3250,316400,-18.25
3252,316600,-20.85
3254,316800,-28.0
3256,317000,-30.6
3258,317200,-23.0
3260,317400,-29.95
3262,317600,-29.3
3264,317800,-26.05
3266,318000,-26.7
3268,318200,-31.25
3270,318400,-24.75
3272,318600,-24.1
3274,318800,-18.05
3277,319000,-21.8
3279,319200,-26.7
3281,319400,-19.55
3283,319600,-32.55
3285,319800,-29.95
3287,320000,-28.65
3289,320200,-33.2
3291,320400,-37.1
3293,320600,-8.55
3295,320800,-19.55
3298,321000,-25.3667
3300,321200,-32.55
3302,321400,-26.05
3304,321600,-28.65
3306,321800,-18.85
3308,322000,-16.15
3310,322200,-22.15
3312,322400,-33.85
3314,322600,-26.7
3316,322800,-35.15
3318,323000,-31.9
3322,323200,-15.65
3324,323400,-25.4
3326,323600,-33.2
3328,323800,-23.45
3330,324000,-26.05
3332,324200,-17.9
3334,324400,-27.35
3336,324600,-31.25
3338,324800,-14.05
3340,325000,-21.5
3342,325200,-31.25
3344,325400,-26.05
3346,325600,-24.1
3348,325800,-32.55
3350,326000,-31.9
3352,326200,-24.75
3354,326400,-21.5
3357,326600,-26.3
3359,326800,-35.8
3361,327000,-33.85
3363,327200,-29.3
3365,327400,-28.65
3367,327600,-28.0
3369,327800,-28.0
3371,328000,-26.05
3373,328200,-31.25
3375,328400,-25.4
3377,328600,-24.1
3379,328800,-23.6
3381,329000,-13.35
3383,329200,-25.4
3385,329400,-25.4
3388,329600,-21.2
3390,329800,-26.7
3392,330000,-29.95
3394,330200,-25.4
3396,330400,-24.75
3398,330600,-37.75
3400,330800,-27.35
3402,331000,-28.65
3404,331200,-18.9
3406,331400,-35.8
3408,331600,-28.0
3410,331800,-32.55
3412,332000,-28.65
3414,332200,-26.7
3416,332400,-31.25
3418,332600,-29.95
3420,332800,-32.55
3422,333000,-19.55
3424,333200,-35.15
3426,333400,-27.35
3428,333600,-31.9
3430,333800,-25.4
3432,334000,-37.1
3434,334200,-11.9
3436,334400,-28.0
3438,334600,-26.05
3440,334800,-22.15
3443,335000,-20.2333
3445,335200,-33.2
3447,335400,-16.9
3449,335600,-26.7
3451,335800,-29.3
3453,336000,-40.35
3455,336200,-23.45
3457,336400,-32.55
3459,336600,-34.5
3461,336800,-28.0
3463,337000,-19.55
3465,337200,-29.3
3467,337400,-25.4
3469,337600,-31.25
3471,337800,-29.95
3474,338000,-14.4667
3476,338200,-22.15
3478,338400,-30.6
3480,338600,-28.65
3482,338800,-26.05
3484,339000,-24.75
3486,339200,-34.5
3488,339400,-19.85
3490,339600,-20.85
3492,339800,-25.4
3494,340000,-14.55
3496,340200,-28.0
3498,340400,-24.1
3500,340600,-37.1
3502,340800,-24.1
3504,341000,-29.3
3506,341200,-24.75
3508,341400,-24.2
3510,341600,-26.7
3512,341800,-35.15
3515,342000,-16.3667
3517,342200,-17.6
3519,342400,-22.15
3521,342600,-22.15
3523,342800,-34.5
3525,343000,-31.9
3527,343200,-27.35
3529,343400,-31.9
3531,343600,-17.25
3533,343800,-33.85
3535,344000,-24.75
3537,344200,-26.7
3539,344400,-20.2
3541,344600,-29.3
3543,344800,-28.65
3545,345000,-31.9
3547,345200,-33.2
3549,345400,-27.35
3551,345600,-20.85
3553,345800,-19.55
3555,346000,-26.7
3557,346200,-20.2
3559,346400,-31.9
3561,346600,-23.45
3563,346800,-26.7
3566,347000,-21.6667
3568,347200,-29.3
3570,347400,-23.45
3572,347600,-27.35
3574,347800,-31.25
3576,348000,-24.1
3578,348200,-25.4
3580,348400,-24.75
3582,348600,-22.8
3584,348800,-30.6
3586,349000,-34.5
3588,349200,-16.2
3590,349400,-28.65
3592,349600,-31.9
3594,349800,-31.25
3596,350000,-32.55
3598,350200,-24.1
3600,350400,-33.85
3602,350600,-27.35
3604,350800,-25.4
3606,351000,-33.2
3608,351200,-22.15
3610,351400,-29.3
3612,351600,-37.1
3614,351800,-28.65
3616,352000,-19.55
3618,352200,-28.65
3620,352400,-37.75
3622,352600,-18.25
3624,352800,-19.55
3626,353000,-29.95
3628,353200,-34.5
3630,353400,-24.1
3632,353600,-28.5
3634,353800,-31.25
3636,354000,-28.65
3639,354200,-22.5333
3641,354400,-21.5
3643,354600,-24.1
3645,354800,-22.7
3647,355000,-30.6
3649,355200,-35.15
3651,355400,-26.7
3653,355600,-26.05
3655,355800,-30.6
3657,356000,-26.7
3659,356200,-30.6
3661,356400,-19.2
3663,356600,-31.9
3665,356800,-24.75
3667,357000,-28.65
3669,357200,-24.1
3671,357400,-17.45
3673,357600,-23.45
3675,357800,-24.1
3677,358000,-14.7
3679,358200,-33.2
3681,358400,-16.3
3683,358600,-28.0
3685,358800,-37.1
3687,359000,-33.2
3689,359200,-22.15
3691,359400,-30.6
3693,359600,-28.65
3695,359800,-28.0
3697,360000,-28.65
3700,360200,-26.0333
3702,360400,-30.6
3704,360600,-33.2
3706,360800,-31.9
3708,361000,-26.7
3710,361200,-22.15
3712,361400,-27.35
3714,361600,-29.3
3716,361800,-28.0
3718,362000,-29.95
3720,362200,-24.75
3722,362400,-31.25
3724,362600,-34.5
3726,362800,-28.0
3728,363000,-31.9
3730,363200,-24.1
3732,363400,-25.4
3734,363600,-20.7
3736,363800,-19.55
3738,364000,-28.0
3740,364200,-27.35
3742,364400,-39.7
3744,364600,-34.5
3746,364800,-25.4
3748,365000,-21.5
3750,365200,-28.65
3752,365400,-22.8
3754,365600,-25.4
3756,365800,-26.05
3758,366000,-24.75
3760,366200,-45.55
3762,366400,-26.7
3764,366600,-21.5
3766,366800,-34.5
3768,367000,-15.95
3770,367200,-24.1
3772,367400,-25.4
3774,367600,-24.75
3776,367800,-25.4
3778,368000,-29.3
3780,368200,-33.2
3782,368400,-33.85
3784,368600,-19.55
3786,368800,-24.75
3788,369000,-29.95
3790,369200,-30.6
3792,369400,-24.75
3795,369600,-16.9333
3797,369800,-13.1
3799,370000,-31.9
3802,370200,-27.1667
3804,370400,-35.8
3806,370600,-26.7
3808,370800,-30.6
3810,371000,-22.15
3812,371200,-26.7
3814,371400,-22.8
3816,371600,-22.8
3818,371800,-22.8
3820,372000,-30.6
3822,372200,-37.1
3824,372400,-26.7
3826,372600,-28.0
3828,372800,-26.05
3830,373000,-24.1
3832,373200,-19.9
3834,373400,-22.8
3836,373600,-25.4
3838,373800,-34.5
3840,374000,-17.3
3842,374200,-38.4
3844,374400,-23.45
3846,374600,-28.0
3848,374800,-25.4
3850,375000,-25.4
3852,375200,-29.95
3854,375400,-28.65
3856,375600,-26.7
3858,375800,-29.3
3860,376000,-24.75
3862,376200,-37.1
3864,376400,-33.2
3866,376600,-20.85
3868,376800,-24.1
3870,377000,-29.95
3872,377200,-29.3
3874,377400,-24.75
3876,377600,-35.8
3878,377800,-18.25
3880,378000,-24.1
3882,378200,-37.75
3884,378400,-26.7
3886,378600,-26.05
3888,378800,-37.1
3890,379000,-44.25
3892,379200,-26.7
3894,379400,-29.95
3896,379600,-25.4
3898,379800,-24.1
3900,380000,-22.3
3902,380200,-21.5
3904,380400,-26.05
3906,380600,-33.2
3908,380800,-23.45
3911,381000,-17.5333
3913,381200,-28.65
3915,381400,-25.4
3917,381600,-16.3
3919,381800,-22.15
3921,382000,-26.7
3923,382200,-23.45
3925,382400,-24.25
3927,382600,-17.9
3929,382800,-24.1
3931,383000,-22.8
3933,383200,-39.7
3935,383400,-25.4
3937,383600,-31.25
3939,383800,-30.6
3941,384000,-28.0
3943,384200,-22.8
3945,384400,-24.75
3947,384600,-27.05
3949,384800,-15.35
3952,385000,-25.8667
3954,385200,-29.6
3956,385400,-26.05
3958,385600,-22.15
3961,385800,-13.0333
3963,386000,-24.1
3965,386200,-24.75
3967,386400,-40.35
3969,386600,-31.25
3971,386800,-31.9
3973,387000,-20.1
3975,387200,-28.65
3977,387400,-27.35
3979,387600,-28.65
3981,387800,-28.0
3983,388000,-20.85
3985,388200,-24.75
3987,388400,-25.25
3989,388600,-21.5
3991,388800,-28.65
3993,389000,-21.5
3995,389200,-26.05
3997,389400,-23.45
3999,389600,-21.5
4001,389800,-29.95
4003,390000,-25.4
4005,390200,-28.65
4007,390400,-23.45
4009,390600,-26.05
4011,390800,-23.45
4013,391000,-30.6
4015,391200,-31.25
4017,391400,-20.15
4019,391600,-26.05
4021,391800,-24.1
4023,392000,-21.5
4025,392200,-30.6
4027,392400,-23.45
4029,392600,-24.05
4031,392800,-29.95
4033,393000,-33.2
4035,393200,-28.0
4037,393400,-34.5
4039,393600,-29.3
4041,393800,-27.35
4043,394000,-33.85
4045,394200,-32.55
4047,394400,-23.45
4049,394600,-29.95
4051,394800,-38.4
4054,395000,-23.3
4056,395200,-15.35
4059,395400,-21.2667
4061,395600,-24.1
4063,395800,-35.8
4065,396000,-26.7
4067,396200,-20.85
4069,396400,-22.15
4071,396600,-32.55
4073,396800,-34.5
4075,397000,-18.05
4077,397200,-32.55
4079,397400,-10.55
4081,397600,-29.95
4083,397800,-31.9
4085,398000,-20.85
4088,398200,-20.8
4090,398400,-31.25
4092,398600,-31.25
4094,398800,-35.15
4096,399000,-25.85
4098,399200,-24.75
4100,399400,-18.25
4102,399600,-28.65
4104,399800,-20.2
4106,400000,-29.95
4108,400200,-34.5
4110,400400,-28.65
4112,400600,-22.8
4114,400800,-22.8
4116,401000,-25.95
4118,401200,-37.1
4120,401400,-24.75
4122,401600,-34.5
4124,401800,-26.7
4126,402000,-30.6
4128,402200,-25.4
4130,402400,-31.25
4132,402600,-19.1
4135,402800,-18.5667
4137,403000,-31.25
4140,403200,-12.1333
4142,403400,-35.8
4144,403600,-29.95
4146,403800,-31.9
4148,404000,-28.65
4150,404200,-35.15
4152,404400,-24.75
4154,404600,-34.5
4156,404800,-20.35
4158,405000,-20.2
4160,405200,-24.1
4162,405400,-24.75
4164,405600,-22.8
4166,405800,-33.85
4168,406000,-27.35
4170,406200,-28.65
4172,406400,-20.2
4174,406600,-35.8
4176,406800,-28.0
4178,407000,-33.2
4180,407200,-24.1
4182,407400,-27.35
4184,407600,-16.45
4186,407800,-22.15
4188,408000,-28.0
4190,408200,-36.45
4192,408400,-25.4
4194,408600,-28.65
4196,408800,-26.7
4198,409000,-26.05
4200,409200,-25.4
4203,409400,-21.4333
4205,409600,-21.5
4207,409800,-22.8
4209,410000,-7.45
4211,410200,-29.3
4213,410400,-31.9
4215,410600,-22.8
4218,410800,-25.5667
4220,411000,-34.5
4222,411200,-28.65
4224,411400,-26.7
4226,411600,-22.8
4228,411800,-17.6
4230,412000,-21.5
4232,412200,-28.65
4234,412400,-22.15
4236,412600,-35.15
4238,412800,-29.3
4240,413000,-23.45
4242,413200,-27.35
4244,413400,-31.25
4246,413600,-26.7
4248,413800,-26.7
4250,414000,-23.6
4252,414200,-25.4
4254,414400,-29.95
4256,414600,-27.35
4259,414800,-14.3
4261,415000,-29.3
4263,415200,-27.35
4265,415400,-35.8
4267,415600,-24.1
4269,415800,-27.35
4271,416000,-26.7
4273,416200,-31.9
4275,416400,-30.6
4277,416600,-29.95
4279,416800,-27.35
4281,417000,-25.4
4283,417200,-25.4
4285,417400,-26.7
4287,417600,-29.3
4289,417800,-26.7
4291,418000,-31.25
4293,418200,-29.6
4295,418400,-33.2
4297,418600,-24.1
4299,418800,-22.15
4301,419000,-22.15
4303,419200,-32.55
4305,419400,-21.25
4307,419600,-41.65
4309,419800,-29.95
4311,420000,-29.3
4313,420200,-35.8
4316,420400,-23.3333
4318,420600,-17.7
4320,420800,-26.7
4322,421000,-30.6
4324,421200,-28.0
4326,421400,-36.45
4328,421600,-19.55
4330,421800,-24.9
4332,422000,-28.65
4334,422200,-32.55
4336,422400,-31.9
4338,422600,-18.15
4340,422800,-25.4
4342,423000,-29.3
4344,423200,-34.5
4346,423400,-35.15
4348,423600,-33.85
4350,423800,-21.5
4352,424000,-26.05
4354,424200,-26.7
4357,424400,-17.8
4359,424600,-27.35
4361,424800,-31.9
4363,425000,-17.2
4365,425200,-28.0
4368,425400,-20.4333
4370,425600,-24.75
4372,425800,-27.35
4374,426000,-35.8
4376,426200,-23.45
4378,426400,-30.6
4380,426600,-26.7
4382,426800,-33.2
4384,427000,-35.15
4386,427200,-26.05
4388,427400,-8.5
4390,427600,-42.3
4392,427800,-24.1
4394,428000,-26.05
4396,428200,-32.55
4398,428400,-18.25
4400,428600,-28.0
4402,428800,-23.45
4404,429000,-38.4
4406,429200,-28.65
4408,429400,-30.6
4410,429600,-31.25
4412,429800,-30.6
4414,430000,-19.55
4416,430200,-28.0
4418,430400,-24.1
4420,430600,-25.4
4422,430800,-24.1
4424,431000,-29.3
4426,431200,-28.0
4428,431400,-17.6
4430,431600,-27.35
4432,431800,-17.6
4434,432000,-26.05
4436,432200,-18.9
4438,432400,-20.1
4440,432600,-26.05
4442,432800,-31.25
4444,433000,-22.8
4446,433200,-28.0
4448,433400,-34.5
4450,433600,-22.8
4452,433800,-32.55
4454,434000,-20.85
4456,434200,-27.35
4458,434400,-23.45
4460,434600,-26.05
4462,434800,-24.75
4464,435000,-30.6
4466,435200,-24.1
4468,435400,-24.75
4470,435600,-30.6
4472,435800,-31.9
4474,436000,-26.05
4476,436200,-27.35
4479,436400,-17.0667
4481,436600,-27.35
4483,436800,-19.3
4485,437000,-24.1
4487,437200,-24.75
4489,437400,-24.75
4491,437600,-26.05
4493,437800,-20.2
4495,438000,-17.75
4497,438200,-24.1
4500,438400,-26.6667
4502,438600,-24.75
4504,438800,-31.25
4506,439000,-23.45
4508,439200,-7.35
4510,439400,-24.1
4512,439600,-28.65
4515,439800,-16.3667
4517,440000,-27.35
4519,440200,-24.1
4521,440400,-24.75
4523,440600,-34.5
4525,440800,-16.95
4527,441000,-28.65
4529,441200,-26.05
4531,441400,-29.95
4534,441600,-7.0667
4536,441800,-18.2
4538,442000,-26.7
4541,442200,-19.1
4543,442400,-27.35
4545,442600,-24.75
4547,442800,-24.1
4549,443000,-23.45
4551,443200,-22.7
4553,443400,-28.0
4555,443600,-24.1
4557,443800,-29.3
4559,444000,-27.35
4561,444200,-39.05
4563,444400,-24.75
4565,444600,-35.8
4567,444800,-24.75
4569,445000,-30.6
4571,445200,-31.25
4573,445400,-25.4
4575,445600,-40.35
4577,445800,-26.05
4579,446000,-33.85
4581,446200,-25.65
4583,446400,-36.45
4585,446600,-27.35
4587,446800,-23.45
4589,447000,-26.7
4591,447200,-30.6
4593,447400,-25.4
4595,447600,-25.4
4597,447800,-39.05
4599,448000,-22.8
4601,448200,-27.35
4603,448400,-29.95
4605,448600,-30.6
4607,448800,-24.1
4609,449000,-24.65
4611,449200,-17.95
4613,449400,-24.1
4615,449600,-37.1
4617,449800,-33.2
4619,450000,-26.7
4621,450200,-27.35
4623,450400,-23.2
4625,450600,-22.8
4627,450800,-24.1
4629,451000,-26.05
4631,451200,-35.8
4633,451400,-26.7
4635,451600,-33.85
4637,451800,-28.65
4639,452000,-35.8
4641,452200,-24.1
4643,452400,-33.2
4645,452600,-30.6
4647,452800,-33.85
4649,453000,-19.55
4651,453200,-27.35
4653,453400,-24.1
4655,453600,-30.6
4657,453800,-39.7
4659,454000,-28.65
4661,454200,-26.05
4663,454400,-38.4
4665,454600,-35.8
4667,454800,-28.65
4669,455000,-17.6
4671,455200,-22.8
4673,455400,-31.25
4675,455600,-22.15
4677,455800,-28.0
4679,456000,-22.8
4681,456200,-28.65
4683,456400,-26.7
4685,456600,-31.25
4687,456800,-22.8
4689,457000,-26.7
4691,457200,-24.75
4693,457400,-29.3
4695,457600,-29.95
4698,457800,-23.1
4700,458000,-17.45
4702,458200,-29.3
4704,458400,-27.35
4706,458600,-32.55
4708,458800,-28.65
4710,459000,-16.9
4712,459200,-26.05
4714,459400,-29.3
4716,459600,-33.2
4718,459800,-27.35
4720,460000,-31.25
4722,460200,-31.9
4724,460400,-28.0
4726,460600,-37.1
4728,460800,-18.8
4730,461000,-28.0
4732,461200,-26.0
4734,461400,-25.4
4736,461600,-32.55
4739,461800,-16.9667
4741,462000,-33.2
4743,462200,-30.6
4745,462400,-29.95
4747,462600,-26.7
4749,462800,-31.9
4751,463000,-40.35
4753,463200,-24.3
4755,463400,-31.9
4758,463600,-20.9
4760,463800,-26.9
4762,464000,-25.4
4764,464200,-33.85
4766,464400,-18.9
4768,464600,-29.3
4770,464800,-25.4
4772,465000,-29.95
4774,465200,-21.5
4776,465400,-23.7
4779,465600,-15.4
4781,465800,-31.9
4783,466000,-25.4
4785,466200,-25.4
4787,466400,-30.6
4789,466600,-22.8
4791,466800,-26.05
4793,467000,-23.45
4795,467200,-20.0
4797,467400,-30.6
4799,467600,-23.45
4801,467800,-28.65
4803,468000,-26.7
4805,468200,-29.95
4807,468400,-23.25
4809,468600,-25.4
4811,468800,-24.1
4813,469000,-26.05
4815,469200,-22.15
4817,469400,-20.1
4819,469600,-27.35
4821,469800,-27.35
4823,470000,-23.45
4825,470200,-29.3
4827,470400,-20.85
4829,470600,-19.55
4832,470800,-19.8
4834,471000,-35.15
4836,471200,-6.9
4838,471400,-26.05
4840,471600,-34.5
4842,471800,-25.4
4844,472000,-22.35
4846,472200,-29.95
4848,472400,-28.65
4850,472600,-23.45
4852,472800,-24.75
4854,473000,-30.6
4856,473200,-22.8
4858,473400,-35.15
4860,473600,-27.35
4862,473800,-24.1
4865,474000,-19.5333
4867,474200,-18.6
4869,474400,-28.65
4871,474600,-26.7
4873,474800,-22.15
4875,475000,-28.65
4877,475200,-15.0
4879,475400,-29.95
4881,475600,-23.45
4883,475800,-28.65
4885,476000,-24.1
4887,476200,-29.3
4889,476400,-24.1
4891,476600,-29.95
4893,476800,-37.75
4895,477000,-35.8
4897,477200,-29.3
4899,477400,-26.7
4901,477600,-24.1
4903,477800,-29.3
4905,478000,-21.5
4907,478200,-28.65
4909,478400,-29.3
4911,478600,-22.15
4913,478800,-20.85
4915,479000,-28.65
4917,479200,-30.6
4919,479400,-24.75
4921,479600,-31.25
4923,479800,-37.75
4925,480000,-21.65
4927,480200,-25.4
4929,480400,-42.3
4931,480600,-26.7
4933,480800,-32.55
4935,481000,-36.45
4938,481200,-28.9
4940,481400,-34.5
4942,481600,-27.35
4944,481800,-37.1
4946,482000,-18.9
4948,482200,-31.9
4950,482400,-23.45
4952,482600,-32.55
4954,482800,-26.7
4956,483000,-20.85
4958,483200,-25.4
4960,483400,-31.25
4962,483600,-26.7
4964,483800,-16.3
4966,484000,-24.75
4968,484200,-28.0
4970,484400,-30.6
4972,484600,-18.9
4974,484800,-21.5
4976,485000,-20.85
4978,485200,-13.7
4980,485400,-28.65
4982,485600,-27.35
4984,485800,-28.0
4986,486000,-24.1
4988,486200,-31.25
4990,486400,-19.6
4992,486600,-28.0
4994,486800,-29.95
4996,487000,-30.6
4998,487200,-31.25
5000,487400,-29.3
5002,487600,-25.4
5004,487800,-15.7
5006,488000,-33.2
5008,488200,-30.55
5010,488400,-28.65
5013,488600,-18.4
5015,488800,-18.9
5017,489000,-22.8
5019,489200,-24.75
5021,489400,-27.35
5023,489600,-33.2
5025,489800,-26.7
5027,490000,-28.65
5029,490200,-24.75
5031,490400,-26.05
5033,490600,-20.1
5035,490800,-33.2
5037,491000,-24.75
5039,491200,-26.05
5041,491400,-46.85
5043,491600,-31.25
5045,491800,-27.35
5047,492000,-22.15
5049,492200,-28.65
5051,492400,-30.6
5053,492600,-20.45
5055,492800,-25.9
5057,493000,-24.75
5059,493200,-24.75
5061,493400,-30.6
5063,493600,-32.55
5065,493800,-26.05
5067,494000,-19.65
5069,494200,-22.8
5071,494400,-28.65
5073,494600,-28.0
5076,494800,-27.8
5078,495000,-26.05
5080,495200,-22.8
5082,495400,-33.85
5084,495600,-26.45
5087,495800,-23.4333
5089,496000,-33.85
5091,496200,-8.6
5093,496400,-23.45
5095,496600,-25.15
5097,496800,-21.5
5099,497000,-29.95
5101,497200,-28.65
5103,497400,-33.2
5105,497600,-28.65
5107,497800,-25.4
5109,498000,-20.85
5111,498200,-29.95
5113,498400,-27.35
5115,498600,-23.45
5117,498800,-41.65
5119,499000,-40.35
5121,499200,-25.4
5124,499400,-18.8667
5126,499600,-22.8
5128,499800,-14.9
5130,500000,-33.2
5132,500200,-27.35
5134,500400,-28.65
5136,500600,-19.55
5138,500800,-28.0
5140,501000,-22.15
5142,501200,-24.1
5144,501400,-31.9
5146,501600,-28.65
5148,501800,-22.8
5150,502000,-32.55
5152,502200,-21.9
5155,502400,-21.4667
5157,502600,-31.25
5159,502800,-33.2
5161,503000,-25.4
5163,503200,-24.75
5165,503400,-29.95
5167,503600,-32.55
5169,503800,-24.75
5171,504000,-28.65
5173,504200,-23.35
5175,504400,-28.65
5177,504600,-37.75
5179,504800,-26.7
5181,505000,-28.65
5183,505200,-22.3
5185,505400,-37.75
5188,505600,-19.6667
5190,505800,-23.45
5192,506000,-28.65
5194,506200,-12.1
5196,506400,-28.0
5198,506600,-28.65
5201,506800,-18.1667
5203,507000,-28.65
5205,507200,-29.95
5207,507400,-24.1
5209,507600,-25.6
5211,507800,-24.75
5213,508000,-28.65
5215,508200,-28.0
5217,508400,-27.35
5219,508600,-24.1
5221,508800,-17.8
5223,509000,-35.15
5225,509200,-15.3
5227,509400,-22.15
5229,509600,-24.75
5231,509800,-31.25
5233,510000,-24.75
5235,510200,-20.85
5237,510400,-29.95
5239,510600,-26.05
5241,510800,-36.45
5243,511000,-36.45
5245,511200,-22.15
5247,511400,-24.1
5249,511600,-30.6
5251,511800,-30.6
5253,512000,-19.55
5255,512200,-30.6
5257,512400,-29.95
5259,512600,-31.9
5262,512800,-15.4667
5264,513000,-31.25
5266,513200,-19.55
5268,513400,-31.25
5270,513600,-21.5
5272,513800,-31.9
5274,514000,-26.7
5276,514200,-27.35
5278,514400,-27.35
5280,514600,-25.4
5282,514800,-25.4
5284,515000,-25.4
5286,515200,-30.6
